bill_slug,congress,bill_id,bill_type,bill_uri,short_title,sponsor_title,sponsor_id,sponsor_name,sponsor_state,sponsor_party,congressdotgov_url,govtrack_url,introduced_date,active,house_passage,senate_passage,enacted,vetoed,cosponsors,cosponsors_by_party_D,cosponsors_by_party_R,committees,committee_codes,primary_subject
s11,115,s11-115,s,https://api.propublica.org/congress/v1/115/bills/s11.json,Jerusalem Embassy and Recognition Act,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/11,https://www.govtrack.us/congress/bills/115/s11,2017-01-03,False,,,,,8,,8,Senate Foreign Relations Committee,['SSFR'],International Affairs
s12,115,s12-115,s,https://api.propublica.org/congress/v1/115/bills/s12.json,Increasing the Department of Veterans Affairs Accountability to Veterans Act of 2017,Sen.,M000934,Jerry Moran,KS,R,https://www.congress.gov/bill/115th-congress/senate-bill/12,https://www.govtrack.us/congress/bills/115/s12,2017-01-03,True,,2017-05-25,,,2,2,,House Veterans' Affairs Committee,"['HSVR', 'SSVA']",Armed Forces and National Security
s13,115,s13-115,s,https://api.propublica.org/congress/v1/115/bills/s13.json,No Windfalls for Government Service Act,Sen.,W000802,Sheldon Whitehouse,RI,D,https://www.congress.gov/bill/115th-congress/senate-bill/13,https://www.govtrack.us/congress/bills/115/s13,2017-01-03,False,,,,,3,3,,Senate Finance Committee,['SSFI'],Taxation
s14,115,s14-115,s,https://api.propublica.org/congress/v1/115/bills/s14.json,"No Budget, No Pay Act",Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/14,https://www.govtrack.us/congress/bills/115/s14,2017-01-03,False,,,,,9,2,7,Senate Homeland Security and Governmental Affairs Committee,['SSGA'],Congress
s15,115,s15-115,s,https://api.propublica.org/congress/v1/115/bills/s15.json,Iran Ballistic Missile Sanctions Act,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/15,https://www.govtrack.us/congress/bills/115/s15,2017-01-03,False,,,,,0,,,"Senate Banking, Housing, and Urban Affairs Committee",['SSBK'],International Affairs
s16,115,s16-115,s,https://api.propublica.org/congress/v1/115/bills/s16.json,Federal Reserve Transparency Act of 2017,Sen.,P000603,Rand Paul,KY,R,https://www.congress.gov/bill/115th-congress/senate-bill/16,https://www.govtrack.us/congress/bills/115/s16,2017-01-03,False,,,,,16,,16,"Senate Banking, Housing, and Urban Affairs Committee",['SSBK'],Finance and Financial Sector
s17,115,s17-115,s,https://api.propublica.org/congress/v1/115/bills/s17.json,GAO Access and Oversight Act of 2017,Sen.,S001197,Ben Sasse,NE,R,https://www.congress.gov/bill/115th-congress/senate-bill/17,https://www.govtrack.us/congress/bills/115/s17,2017-01-03,False,,,,,18,6,12,Senate Homeland Security and Governmental Affairs Committee,['SSGA'],Government Operations and Politics
s18,115,s18-115,s,https://api.propublica.org/congress/v1/115/bills/s18.json,Fair Tax Act of 2017,Sen.,M000934,Jerry Moran,KS,R,https://www.congress.gov/bill/115th-congress/senate-bill/18,https://www.govtrack.us/congress/bills/115/s18,2017-01-03,False,,,,,4,,4,Senate Finance Committee,['SSFI'],Taxation
s19,115,s19-115,s,https://api.propublica.org/congress/v1/115/bills/s19.json,MOBILE NOW Act,Sen.,T000250,John Thune,SD,R,https://www.congress.gov/bill/115th-congress/senate-bill/19,https://www.govtrack.us/congress/bills/115/s19,2017-01-03,True,,2017-08-03,,,1,1,,"Senate Commerce, Science, and Transportation Committee",['SSCM'],"Science, Technology, Communications"
s20,115,s20-115,s,https://api.propublica.org/congress/v1/115/bills/s20.json,CEO-Employee Paycheck Fairness Act of 2017,Sen.,V000128,Chris Van Hollen,MD,D,https://www.congress.gov/bill/115th-congress/senate-bill/20,https://www.govtrack.us/congress/bills/115/s20,2017-01-03,False,,,,,0,,,Senate Finance Committee,['SSFI'],Taxation
s21,115,s21-115,s,https://api.propublica.org/congress/v1/115/bills/s21.json,Regulations from the Executive in Need of Scrutiny Act of 2017,Sen.,P000603,Rand Paul,KY,R,https://www.congress.gov/bill/115th-congress/senate-bill/21,https://www.govtrack.us/congress/bills/115/s21,2017-01-04,True,,,,,39,,39,Senate Homeland Security and Governmental Affairs Committee,['SSGA'],Government Operations and Politics
s22,115,s22-115,s,https://api.propublica.org/congress/v1/115/bills/s22.json,Nevada Land Sovereignty Act,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/22,https://www.govtrack.us/congress/bills/115/s22,2017-01-04,False,,,,,0,,,Senate Energy and Natural Resources Committee,['SSEG'],Public Lands and Natural Resources
s23,115,s23-115,s,https://api.propublica.org/congress/v1/115/bills/s23.json,Biological Implant Tracking and Veteran Safety Act of 2017,Sen.,C001075,Bill Cassidy,LA,R,https://www.congress.gov/bill/115th-congress/senate-bill/23,https://www.govtrack.us/congress/bills/115/s23,2017-01-04,True,,,,,1,1,,Senate Veterans' Affairs Committee,['SSVA'],Armed Forces and National Security
s24,115,s24-115,s,https://api.propublica.org/congress/v1/115/bills/s24.json,"A bill to expand eligibility for hospital care and medical services under section 101 of the Veterans Access, Choice, and Accountability Act of 2014 to include veterans who are age 75 or older, and for other purposes.",Sen.,C001075,Bill Cassidy,LA,R,https://www.congress.gov/bill/115th-congress/senate-bill/24,https://www.govtrack.us/congress/bills/115/s24,2017-01-04,False,,,,,0,,,Senate Veterans' Affairs Committee,['SSVA'],Armed Forces and National Security
s25,115,s25-115,s,https://api.propublica.org/congress/v1/115/bills/s25.json,Right Start Child Care and Education Act of 2017,Sen.,S001181,Jeanne Shaheen,NH,D,https://www.congress.gov/bill/115th-congress/senate-bill/25,https://www.govtrack.us/congress/bills/115/s25,2017-01-04,False,,,,,3,3,,Senate Finance Committee,['SSFI'],Taxation
s26,115,s26-115,s,https://api.propublica.org/congress/v1/115/bills/s26.json,Presidential Tax Transparency Act,Sen.,W000779,Ron Wyden,OR,D,https://www.congress.gov/bill/115th-congress/senate-bill/26,https://www.govtrack.us/congress/bills/115/s26,2017-01-04,False,,,,,23,23,,Senate Rules and Administration Committee,['SSRA'],Government Operations and Politics
s27,115,s27-115,s,https://api.propublica.org/congress/v1/115/bills/s27.json,"A bill to establish an independent commission to examine and report on the facts regarding the extent of Russian official and unofficial cyber operations and other attempts to interfere in the 2016 United States national election, and for other purposes.",Sen.,C000141,Benjamin L. Cardin,MD,D,https://www.congress.gov/bill/115th-congress/senate-bill/27,https://www.govtrack.us/congress/bills/115/s27,2017-01-04,False,,,,,28,28,,Senate Rules and Administration Committee,['SSRA'],Government Operations and Politics
s28,115,s28-115,s,https://api.propublica.org/congress/v1/115/bills/s28.json,Health Savings Account Expansion Act of 2017,Sen.,F000444,Jeff Flake,AZ,R,https://www.congress.gov/bill/115th-congress/senate-bill/28,https://www.govtrack.us/congress/bills/115/s28,2017-01-04,False,,,,,2,,2,Senate Finance Committee,['SSFI'],Taxation
s29,115,s29-115,s,https://api.propublica.org/congress/v1/115/bills/s29.json,Fair RETIRE Act,Sen.,T000464,Jon Tester,MT,D,https://www.congress.gov/bill/115th-congress/senate-bill/29,https://www.govtrack.us/congress/bills/115/s29,2017-01-04,False,,,,,4,3,1,Senate Homeland Security and Governmental Affairs Committee,['SSGA'],Government Operations and Politics
s30,115,s30-115,s,https://api.propublica.org/congress/v1/115/bills/s30.json,Extending Justice for Sex Crime Victims Act of 2017,Sen.,F000062,Dianne Feinstein,CA,D,https://www.congress.gov/bill/115th-congress/senate-bill/30,https://www.govtrack.us/congress/bills/115/s30,2017-01-04,False,,,,,12,6,6,Senate Judiciary Committee,['SSJU'],Crime and Law Enforcement
s31,115,s31-115,s,https://api.propublica.org/congress/v1/115/bills/s31.json,West Coast Ocean Protection Act of 2017,Sen.,F000062,Dianne Feinstein,CA,D,https://www.congress.gov/bill/115th-congress/senate-bill/31,https://www.govtrack.us/congress/bills/115/s31,2017-01-04,False,,,,,5,5,,Senate Energy and Natural Resources Committee,['SSEG'],Energy
s32,115,s32-115,s,https://api.propublica.org/congress/v1/115/bills/s32.json,California Desert Protection and Recreation Act of 2018,Sen.,F000062,Dianne Feinstein,CA,D,https://www.congress.gov/bill/115th-congress/senate-bill/32,https://www.govtrack.us/congress/bills/115/s32,2017-01-05,True,,,,,1,1,,Senate Energy and Natural Resources Committee,['SSEG'],Public Lands and Natural Resources
s33,115,s33-115,s,https://api.propublica.org/congress/v1/115/bills/s33.json,Improved National Monument Designation Process Act,Sen.,M001153,Lisa Murkowski,AK,R,https://www.congress.gov/bill/115th-congress/senate-bill/33,https://www.govtrack.us/congress/bills/115/s33,2017-01-05,False,,,,,27,,27,Senate Energy and Natural Resources Committee,['SSEG'],Public Lands and Natural Resources
s34,115,s34-115,s,https://api.propublica.org/congress/v1/115/bills/s34.json,Midnight Rules Relief Act of 2017,Sen.,J000293,Ron Johnson,WI,R,https://www.congress.gov/bill/115th-congress/senate-bill/34,https://www.govtrack.us/congress/bills/115/s34,2017-01-05,True,,,,,6,,6,Senate Homeland Security and Governmental Affairs Committee,['SSGA'],Government Operations and Politics
s35,115,s35-115,s,https://api.propublica.org/congress/v1/115/bills/s35.json,Black Hills National Cemetery Boundary Expansion Act,Sen.,T000250,John Thune,SD,R,https://www.congress.gov/bill/115th-congress/senate-bill/35,https://www.govtrack.us/congress/bills/115/s35,2017-01-05,True,2018-05-16,2017-12-21,2018-05-25,,2,,2,House Veterans' Affairs Committee,"['HSVR', 'HSII', 'SSEG']",Public Lands and Natural Resources
s36,115,s36-115,s,https://api.propublica.org/congress/v1/115/bills/s36.json,Keep Our Communities Safe Act of 2017,Sen.,I000024,James M. Inhofe,OK,R,https://www.congress.gov/bill/115th-congress/senate-bill/36,https://www.govtrack.us/congress/bills/115/s36,2017-01-05,False,,,,,5,,5,Senate Judiciary Committee,['SSJU'],Immigration
s37,115,s37-115,s,https://api.propublica.org/congress/v1/115/bills/s37.json,Sarah's Law,Sen.,E000295,Joni Ernst,IA,R,https://www.congress.gov/bill/115th-congress/senate-bill/37,https://www.govtrack.us/congress/bills/115/s37,2017-01-05,False,,,,,13,,13,Senate Judiciary Committee,['SSJU'],Immigration
s38,115,s38-115,s,https://api.propublica.org/congress/v1/115/bills/s38.json,EMPLEO Act,Sen.,R000595,Marco Rubio,FL,R,https://www.congress.gov/bill/115th-congress/senate-bill/38,https://www.govtrack.us/congress/bills/115/s38,2017-01-05,False,,,,,0,,,Senate Finance Committee,['SSFI'],Labor and Employment
s39,115,s39-115,s,https://api.propublica.org/congress/v1/115/bills/s39.json,Little Shell Tribe of Chippewa Indians Restoration Act of 2017,Sen.,T000464,Jon Tester,MT,D,https://www.congress.gov/bill/115th-congress/senate-bill/39,https://www.govtrack.us/congress/bills/115/s39,2017-01-05,True,,,,,1,,1,Senate Indian Affairs Committee,['SLIA'],Native Americans
s40,115,s40-115,s,https://api.propublica.org/congress/v1/115/bills/s40.json,Middle Class Health Benefits Tax Repeal Act of 2017,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/40,https://www.govtrack.us/congress/bills/115/s40,2017-01-05,False,,,,,0,,,Senate Finance Committee,['SSFI'],Taxation
s41,115,s41-115,s,https://api.propublica.org/congress/v1/115/bills/s41.json,Medicare Prescription Drug Price Negotiation Act of 2017,Sen.,K000367,Amy Klobuchar,MN,D,https://www.congress.gov/bill/115th-congress/senate-bill/41,https://www.govtrack.us/congress/bills/115/s41,2017-01-05,False,,,,,13,12,,Senate Finance Committee,['SSFI'],Health
s42,115,s42-115,s,https://api.propublica.org/congress/v1/115/bills/s42.json,"Inspiring the Next Space Pioneers, Innovators, Researchers, and Explorers (INSPIRE) Women Act",Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/42,https://www.govtrack.us/congress/bills/115/s42,2017-01-05,False,,,,,1,1,,"Senate Commerce, Science, and Transportation Committee",['SSCM'],"Science, Technology, Communications"
s43,115,s43-115,s,https://api.propublica.org/congress/v1/115/bills/s43.json,Native American Health Savings Improvement Act,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/43,https://www.govtrack.us/congress/bills/115/s43,2017-01-05,False,,,,,1,1,,Senate Finance Committee,['SSFI'],Taxation
s44,115,s44-115,s,https://api.propublica.org/congress/v1/115/bills/s44.json,End Pay Discrimination Through Information Act,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/44,https://www.govtrack.us/congress/bills/115/s44,2017-01-05,False,,,,,1,,1,"Senate Health, Education, Labor, and Pensions Committee",['SSHR'],Labor and Employment
s45,115,s45-115,s,https://api.propublica.org/congress/v1/115/bills/s45.json,Kate's Law,Sen.,C001098,Ted Cruz,TX,R,https://www.congress.gov/bill/115th-congress/senate-bill/45,https://www.govtrack.us/congress/bills/115/s45,2017-01-05,False,,,,,16,,16,Senate Judiciary Committee,['SSJU'],Immigration
s46,115,s46-115,s,https://api.propublica.org/congress/v1/115/bills/s46.json,Strengthening Medicare Intensive Cardiac Rehabilitation Programs Act of 2017,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/46,https://www.govtrack.us/congress/bills/115/s46,2017-01-05,False,,,,,2,1,1,Senate Finance Committee,['SSFI'],Health
s47,115,s47-115,s,https://api.propublica.org/congress/v1/115/bills/s47.json,Protect Family Farms and Businesses Act,Sen.,R000595,Marco Rubio,FL,R,https://www.congress.gov/bill/115th-congress/senate-bill/47,https://www.govtrack.us/congress/bills/115/s47,2017-01-05,False,,,,,4,,4,Senate Finance Committee,['SSFI'],Taxation
s48,115,s48-115,s,https://api.propublica.org/congress/v1/115/bills/s48.json,Hearing Aid Assistance Tax Credit Act,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/48,https://www.govtrack.us/congress/bills/115/s48,2017-01-05,False,,,,,2,2,,Senate Finance Committee,['SSFI'],Taxation
s49,115,s49-115,s,https://api.propublica.org/congress/v1/115/bills/s49.json,Alaska Oil and Gas Production Act,Sen.,M001153,Lisa Murkowski,AK,R,https://www.congress.gov/bill/115th-congress/senate-bill/49,https://www.govtrack.us/congress/bills/115/s49,2017-01-05,False,,,,,1,,1,Senate Energy and Natural Resources Committee,['SSEG'],Energy
s50,115,s50-115,s,https://api.propublica.org/congress/v1/115/bills/s50.json,Mobile Mammography Promotion Act of 2017,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/50,https://www.govtrack.us/congress/bills/115/s50,2017-01-05,False,,,,,1,1,,Senate Finance Committee,['SSFI'],Taxation
s51,115,s51-115,s,https://api.propublica.org/congress/v1/115/bills/s51.json,Taking Action Against Drunk Drivers Act,Sen.,G000386,Charles E. Grassley,IA,R,https://www.congress.gov/bill/115th-congress/senate-bill/51,https://www.govtrack.us/congress/bills/115/s51,2017-01-05,False,,,,,12,,12,Senate Judiciary Committee,['SSJU'],Immigration
s52,115,s52-115,s,https://api.propublica.org/congress/v1/115/bills/s52.json,"A bill to make aliens associated with a criminal gang inadmissible, deportable, and ineligible for various forms of relief.",Sen.,G000386,Charles E. Grassley,IA,R,https://www.congress.gov/bill/115th-congress/senate-bill/52,https://www.govtrack.us/congress/bills/115/s52,2017-01-05,False,,,,,5,,5,Senate Judiciary Committee,['SSJU'],Immigration
s53,115,s53-115,s,https://api.propublica.org/congress/v1/115/bills/s53.json,"Tsunami Warning, Education, and Research Act of 2017",Sen.,C000127,Maria Cantwell,WA,D,https://www.congress.gov/bill/115th-congress/senate-bill/53,https://www.govtrack.us/congress/bills/115/s53,2017-01-05,False,,,,,3,1,2,"Senate Commerce, Science, and Transportation Committee",['SSCM'],"Science, Technology, Communications"
s54,115,s54-115,s,https://api.propublica.org/congress/v1/115/bills/s54.json,Protect American Families Act,Sen.,B001288,Cory Booker,NJ,D,https://www.congress.gov/bill/115th-congress/senate-bill/54,https://www.govtrack.us/congress/bills/115/s54,2017-01-05,False,,,,,13,12,,Senate Judiciary Committee,['SSJU'],Immigration
s55,115,s55-115,s,https://api.propublica.org/congress/v1/115/bills/s55.json,Fort Ontario Study Act,Sen.,G000555,Kirsten E. Gillibrand,NY,D,https://www.congress.gov/bill/115th-congress/senate-bill/55,https://www.govtrack.us/congress/bills/115/s55,2017-01-05,True,,,,,1,1,,Senate Energy and Natural Resources Committee,['SSEG'],Public Lands and Natural Resources
s56,115,s56-115,s,https://api.propublica.org/congress/v1/115/bills/s56.json,RED Tape Act of 2017,Sen.,S001198,Dan Sullivan,AK,R,https://www.congress.gov/bill/115th-congress/senate-bill/56,https://www.govtrack.us/congress/bills/115/s56,2017-01-05,False,,,,,17,,17,Senate Homeland Security and Governmental Affairs Committee,['SSGA'],Government Operations and Politics
s57,115,s57-115,s,https://api.propublica.org/congress/v1/115/bills/s57.json,"A bill to require the Secretary of Veterans Affairs to revoke bonuses paid to employees involved in electronic wait list manipulations, and for other purposes",Sen.,C001075,Bill Cassidy,LA,R,https://www.congress.gov/bill/115th-congress/senate-bill/57,https://www.govtrack.us/congress/bills/115/s57,2017-01-05,False,,,,,8,,8,Senate Veterans' Affairs Committee,['SSVA'],Armed Forces and National Security
s58,115,s58-115,s,https://api.propublica.org/congress/v1/115/bills/s58.json,Middle Class Health Benefits Tax Repeal Act of 2017,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/58,https://www.govtrack.us/congress/bills/115/s58,2017-01-09,False,,,,,32,16,16,Senate Finance Committee,['SSFI'],Taxation
s59,115,s59-115,s,https://api.propublica.org/congress/v1/115/bills/s59.json,Hearing Protection Act of 2017,Sen.,C000880,Michael D. Crapo,ID,R,https://www.congress.gov/bill/115th-congress/senate-bill/59,https://www.govtrack.us/congress/bills/115/s59,2017-01-09,False,,,,,18,,18,Senate Finance Committee,['SSFI'],Taxation
s60,115,s60-115,s,https://api.propublica.org/congress/v1/115/bills/s60.json,"A bill to designate the Federal building and United States courthouse located at 719 Church Street in Nashville, Tennessee, as the ""Fred D. Thompson Federal Building and United States Courthouse"".",Sen.,A000360,Lamar Alexander,TN,R,https://www.congress.gov/bill/115th-congress/senate-bill/60,https://www.govtrack.us/congress/bills/115/s60,2017-01-09,False,,,,,1,,1,Senate Environment and Public Works Committee,['SSEV'],Government Operations and Politics
s61,115,s61-115,s,https://api.propublica.org/congress/v1/115/bills/s61.json,A bill to remove the sunset provision of section 203 of Public Law 105-384 and for other purposes.,Sen.,C000127,Maria Cantwell,WA,D,https://www.congress.gov/bill/115th-congress/senate-bill/61,https://www.govtrack.us/congress/bills/115/s61,2017-01-09,True,,,,,5,4,1,"Senate Commerce, Science, and Transportation Committee",['SSCM'],Public Lands and Natural Resources
s62,115,s62-115,s,https://api.propublica.org/congress/v1/115/bills/s62.json,January 8th National Memorial Act,Sen.,F000444,Jeff Flake,AZ,R,https://www.congress.gov/bill/115th-congress/senate-bill/62,https://www.govtrack.us/congress/bills/115/s62,2017-01-09,False,,,,,1,,1,Senate Energy and Natural Resources Committee,['SSEG'],Public Lands and Natural Resources
s63,115,s63-115,s,https://api.propublica.org/congress/v1/115/bills/s63.json,Tribal Labor Sovereignty Act of 2017,Sen.,M000934,Jerry Moran,KS,R,https://www.congress.gov/bill/115th-congress/senate-bill/63,https://www.govtrack.us/congress/bills/115/s63,2017-01-09,True,,,,,13,,13,Senate Indian Affairs Committee,['SLIA'],Native Americans
s64,115,s64-115,s,https://api.propublica.org/congress/v1/115/bills/s64.json,Safe and Affordable Drugs from Canada Act of 2017,Sen.,M000303,John McCain,AZ,R,https://www.congress.gov/bill/115th-congress/senate-bill/64,https://www.govtrack.us/congress/bills/115/s64,2017-01-09,False,,,,,0,,,"Senate Health, Education, Labor, and Pensions Committee",['SSHR'],Health
s65,115,s65-115,s,https://api.propublica.org/congress/v1/115/bills/s65.json,Presidential Conflicts of Interest Act of 2017,Sen.,W000817,Elizabeth Warren,MA,D,https://www.congress.gov/bill/115th-congress/senate-bill/65,https://www.govtrack.us/congress/bills/115/s65,2017-01-09,False,,,,,32,32,,Senate Homeland Security and Governmental Affairs Committee,['SSGA'],Government Operations and Politics
s66,115,s66-115,s,https://api.propublica.org/congress/v1/115/bills/s66.json,Retired Pay Restoration Act,Sen.,H001041,Dean Heller,NV,R,https://www.congress.gov/bill/115th-congress/senate-bill/66,https://www.govtrack.us/congress/bills/115/s66,2017-01-09,False,,,,,13,10,3,Senate Armed Services Committee,['SSAS'],Armed Forces and National Security
s67,115,s67-115,s,https://api.propublica.org/congress/v1/115/bills/s67.json,IRGC Terrorist Designation Act,Sen.,C001098,Ted Cruz,TX,R,https://www.congress.gov/bill/115th-congress/senate-bill/67,https://www.govtrack.us/congress/bills/115/s67,2017-01-09,False,,,,,2,,2,Senate Foreign Relations Committee,['SSFR'],International Affairs
s68,115,s68-115,s,https://api.propublica.org/congress/v1/115/bills/s68.json,Muslim Brotherhood Terrorist Designation Act of 2017,Sen.,C001098,Ted Cruz,TX,R,https://www.congress.gov/bill/115th-congress/senate-bill/68,https://www.govtrack.us/congress/bills/115/s68,2017-01-09,False,,,,,4,,4,Senate Foreign Relations Committee,['SSFR'],International Affairs
s69,115,s69-115,s,https://api.propublica.org/congress/v1/115/bills/s69.json,Regulatory Responsibility for our Economy Act of 2017,Sen.,R000307,Pat Roberts,KS,R,https://www.congress.gov/bill/115th-congress/senate-bill/69,https://www.govtrack.us/congress/bills/115/s69,2017-01-09,False,,,,,5,,5,Senate Homeland Security and Governmental Affairs Committee,['SSGA'],Government Operations and Politics
s70,115,s70-115,s,https://api.propublica.org/congress/v1/115/bills/s70.json,"A bill to designate the mountain at the Devils Tower National Monument, Wyoming, as Devils Tower, and for other purposes.",Sen.,E000285,Michael B. Enzi,WY,R,https://www.congress.gov/bill/115th-congress/senate-bill/70,https://www.govtrack.us/congress/bills/115/s70,2017-01-09,False,,,,,1,,1,Senate Energy and Natural Resources Committee,['SSEG'],Public Lands and Natural Resources
s71,115,s71-115,s,https://api.propublica.org/congress/v1/115/bills/s71.json,Emergency Citrus Disease Response Act,Sen.,N000032,Bill Nelson,FL,D,https://www.congress.gov/bill/115th-congress/senate-bill/71,https://www.govtrack.us/congress/bills/115/s71,2017-01-09,False,,,,,2,,2,Senate Finance Committee,['SSFI'],Taxation
s72,115,s72-115,s,https://api.propublica.org/congress/v1/115/bills/s72.json,Counterterror Alert Act of 2017,Sen.,N000032,Bill Nelson,FL,D,https://www.congress.gov/bill/115th-congress/senate-bill/72,https://www.govtrack.us/congress/bills/115/s72,2017-01-09,False,,,,,0,,,Senate Judiciary Committee,['SSJU'],Crime and Law Enforcement
s73,115,s73-115,s,https://api.propublica.org/congress/v1/115/bills/s73.json,Housing Accountability Act of 2017,Sen.,N000032,Bill Nelson,FL,D,https://www.congress.gov/bill/115th-congress/senate-bill/73,https://www.govtrack.us/congress/bills/115/s73,2017-01-09,False,,,,,1,,1,"Senate Banking, Housing, and Urban Affairs Committee",['SSBK'],Housing and Community Development
s74,115,s74-115,s,https://api.propublica.org/congress/v1/115/bills/s74.json,Marine Oil Spill Prevention Act,Sen.,N000032,Bill Nelson,FL,D,https://www.congress.gov/bill/115th-congress/senate-bill/74,https://www.govtrack.us/congress/bills/115/s74,2017-01-09,False,,,,,2,2,,"Senate Commerce, Science, and Transportation Committee",['SSCM'],Environmental Protection
s75,115,s75-115,s,https://api.propublica.org/congress/v1/115/bills/s75.json,Arla Harrell Act,Sen.,M001170,Claire McCaskill,MO,D,https://www.congress.gov/bill/115th-congress/senate-bill/75,https://www.govtrack.us/congress/bills/115/s75,2017-01-09,False,,,,,2,1,1,Senate Veterans' Affairs Committee,['SSVA'],Armed Forces and National Security
