bill_slug,congress,bill_id,bill_type,bill_uri,short_title,sponsor_title,sponsor_id,sponsor_name,sponsor_state,sponsor_party,congressdotgov_url,govtrack_url,introduced_date,active,house_passage,senate_passage,enacted,vetoed,cosponsors,cosponsors_by_party_D,cosponsors_by_party_R,committees,committee_codes,primary_subject
hr1719,112,hr1719-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1719.json,Endangered Species Compliance and Transparency Act of 2011,Rep.,M001159,Cathy McMorris Rodgers,WA,R,https://www.congress.gov/bill/112th-congress/house-bill/1719,https://www.govtrack.us/congress/bills/112/hr1719,2011-05-04,,,,,,10,,10,House Natural Resources,[],Public lands and natural resources
hr1720,112,hr1720-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1720.json,H-2A Improvement Act,Rep.,O000169,Bill Owens,NY,D,https://www.congress.gov/bill/112th-congress/house-bill/1720,https://www.govtrack.us/congress/bills/112/hr1720,2011-05-04,,,,,,4,4,,House Judiciary,[],Immigration
hr1721,112,hr1721-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1721.json,Strengthening the Teaching of English in Puerto Rico Act of 2011,Rep.,P000596,Pedro Pierluisi,PR,D,https://www.congress.gov/bill/112th-congress/house-bill/1721,https://www.govtrack.us/congress/bills/112/hr1721,2011-05-04,,,,,,5,5,,House Education and the Workforce,[],Education
hr1722,112,hr1722-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1722.json,Eat Local Foods Act,Rep.,P000597,Chellie Pingree,ME,D,https://www.congress.gov/bill/112th-congress/house-bill/1722,https://www.govtrack.us/congress/bills/112/hr1722,2011-05-04,,,,,,7,7,,House Education and the Workforce,[],Education
hr1723,112,hr1723-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1723.json,Common Sense Economic Recovery Act of 2011,Rep.,P000599,Bill Posey,FL,R,https://www.congress.gov/bill/112th-congress/house-bill/1723,https://www.govtrack.us/congress/bills/112/hr1723,2011-05-04,,,,,,52,3,50,House Financial Services,[],Finance and financial sector
hr1724,112,hr1724-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1724.json,Compassionate Assistance for Rape Emergencies Act of 2011,Rep.,R000462,Steven R. Rothman,NJ,D,https://www.congress.gov/bill/112th-congress/house-bill/1724,https://www.govtrack.us/congress/bills/112/hr1724,2011-05-04,,,,,,55,55,,House Energy and Commerce; House Ways and Means,[],Health
hr1725,112,hr1725-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1725.json,,Rep.,R000576,C.A. Dutch Ruppersberger,MD,D,https://www.congress.gov/bill/112th-congress/house-bill/1725,https://www.govtrack.us/congress/bills/112/hr1725,2011-05-04,,,,,,0,,,House Agriculture,[],Animals
hr1726,112,hr1726-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1726.json,Child Care Protection Act of 2011,Rep.,R000576,C.A. Dutch Ruppersberger,MD,D,https://www.congress.gov/bill/112th-congress/house-bill/1726,https://www.govtrack.us/congress/bills/112/hr1726,2011-05-04,,,,,,1,1,,House Education and the Workforce,[],Families
hr1727,112,hr1727-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1727.json,Strengthening America's Satellite Industry Act,Rep.,R000576,C.A. Dutch Ruppersberger,MD,D,https://www.congress.gov/bill/112th-congress/house-bill/1727,https://www.govtrack.us/congress/bills/112/hr1727,2011-05-04,,,,,,0,,,House Foreign Affairs,[],International affairs
hr1728,112,hr1728-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1728.json,Right Start Child Care and Education Act of 2011,Rep.,R000576,C.A. Dutch Ruppersberger,MD,D,https://www.congress.gov/bill/112th-congress/house-bill/1728,https://www.govtrack.us/congress/bills/112/hr1728,2011-05-04,,,,,,0,,,House Ways and Means,[],Taxation
hr1729,112,hr1729-112,hr,https://api.propublica.org/congress/v1/112/bills/hr1729.json,Opiate Addiction Treatment Act of 2011,Rep.,R000576,C.A. Dutch Ruppersberger,MD,D,https://www.congress.gov/bill/112th-congress/house-bill/1729,https://www.govtrack.us/congress/bills/112/hr1729,2011-05-04,,,,,,0,,,House Energy and Commerce; House Judiciary,[],Crime and law enforcement
