bill_slug,congress,bill_id,bill_type,bill_uri,short_title,sponsor_title,sponsor_id,sponsor_name,sponsor_state,sponsor_party,congressdotgov_url,govtrack_url,introduced_date,active,house_passage,senate_passage,enacted,vetoed,cosponsors,cosponsors_by_party_D,cosponsors_by_party_R,committees,committee_codes,primary_subject
hr23,116,hr23-116,hr,https://api.propublica.org/congress/v1/116/bills/hr23.json,Care Veterans Deserve Act of 2019,Rep.,H001067,Richard Hudson,NC,R,https://www.congress.gov/bill/116th-congress/house-bill/23,https://www.govtrack.us/congress/bills/116/hr23,1/3/2019,FALSE,,,,,1,,1,House Veterans' Affairs Committee,[],Armed Forces and National Security
hr24,116,hr24-116,hr,https://api.propublica.org/congress/v1/116/bills/hr24.json,Federal Reserve Transparency Act of 2019,Rep.,M001184,Thomas Massie,KY,R,https://www.congress.gov/bill/116th-congress/house-bill/24,https://www.govtrack.us/congress/bills/116/hr24,1/3/2019,FALSE,,,,,98,5,93,House Oversight and Reform Committee,[],Finance and Financial Sector
hr25,116,hr25-116,hr,https://api.propublica.org/congress/v1/116/bills/hr25.json,FairTax Act of 2019,Rep.,W000810,Rob Woodall,GA,R,https://www.congress.gov/bill/116th-congress/house-bill/25,https://www.govtrack.us/congress/bills/116/hr25,1/3/2019,FALSE,,,,,33,,33,House Ways and Means Committee,[],Taxation
hr26,116,hr26-116,hr,https://api.propublica.org/congress/v1/116/bills/hr26.json,"No Work, No Pay Act of 2019",Rep.,C001114,John Curtis,UT,R,https://www.congress.gov/bill/116th-congress/house-bill/26,https://www.govtrack.us/congress/bills/116/hr26,1/3/2019,FALSE,,,,,8,1,7,House Oversight and Reform Committee,[],Congress
hr27,116,hr27-116,hr,https://api.propublica.org/congress/v1/116/bills/hr27.json,Zero-Baseline Budget Act of 2019,Rep.,G000552,Louie Gohmert,TX,R,https://www.congress.gov/bill/116th-congress/house-bill/27,https://www.govtrack.us/congress/bills/116/hr27,1/3/2019,FALSE,,,,,0,,,House Budget Committee,[],Economics and Public Finance
hr28,116,hr28-116,hr,https://api.propublica.org/congress/v1/116/bills/hr28.json,United Nations Voting Accountability Act of 2019,Rep.,G000552,Louie Gohmert,TX,R,https://www.congress.gov/bill/116th-congress/house-bill/28,https://www.govtrack.us/congress/bills/116/hr28,1/3/2019,FALSE,,,,,0,,,House Foreign Affairs Committee,[],International Affairs
hr29,116,hr29-116,hr,https://api.propublica.org/congress/v1/116/bills/hr29.json,Public Water Supply Invasive Species Compliance Act of 2019,Rep.,G000552,Louie Gohmert,TX,R,https://www.congress.gov/bill/116th-congress/house-bill/29,https://www.govtrack.us/congress/bills/116/hr29,1/3/2019,TRUE,,,,,0,,,House Natural Resources Committee,[],Environmental Protection
hr30,116,hr30-116,hr,https://api.propublica.org/congress/v1/116/bills/hr30.json,SAVES Act,Rep.,G000552,Louie Gohmert,TX,R,https://www.congress.gov/bill/116th-congress/house-bill/30,https://www.govtrack.us/congress/bills/116/hr30,1/3/2019,FALSE,,,,,8,,8,House Natural Resources Committee,[],Environmental Protection
hr31,116,hr31-116,hr,https://api.propublica.org/congress/v1/116/bills/hr31.json,Caesar Syria Civilian Protection Act of 2019,Rep.,E000179,Eliot L. Engel,NY,D,https://www.congress.gov/bill/116th-congress/house-bill/31,https://www.govtrack.us/congress/bills/116/hr31,1/3/2019,TRUE,1/22/2019,,,,57,36,21,Senate Foreign Relations Committee,[],International Affairs
hr32,116,hr32-116,hr,https://api.propublica.org/congress/v1/116/bills/hr32.json,"Buy a Brick, Build the Wall Act of 2019",Rep.,D000626,Warren Davidson,OH,R,https://www.congress.gov/bill/116th-congress/house-bill/32,https://www.govtrack.us/congress/bills/116/hr32,1/3/2019,FALSE,,,,,24,,24,House Ways and Means Committee,[],Immigration
hr33,116,hr33-116,hr,https://api.propublica.org/congress/v1/116/bills/hr33.json,Gun Trafficking Prohibition Act,Rep.,R000515,Bobby L. Rush,IL,D,https://www.congress.gov/bill/116th-congress/house-bill/33,https://www.govtrack.us/congress/bills/116/hr33,1/3/2019,FALSE,,,,,33,33,,House Judiciary Committee,[],Crime and Law Enforcement
hr34,116,hr34-116,hr,https://api.propublica.org/congress/v1/116/bills/hr34.json,Energy and Water Research Integration Act of 2019,Rep.,J000126,Eddie Bernice Johnson,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/34,https://www.govtrack.us/congress/bills/116/hr34,1/3/2019,TRUE,7/23/2019,,,,4,2,2,Senate Energy and Natural Resources Committee,[],Water Resources Development
hr35,116,hr35-116,hr,https://api.propublica.org/congress/v1/116/bills/hr35.json,Emmett Till Antilynching Act,Rep.,R000515,Bobby L. Rush,IL,D,https://www.congress.gov/bill/116th-congress/house-bill/35,https://www.govtrack.us/congress/bills/116/hr35,1/3/2019,TRUE,2/26/2020,,,,148,147,1,House Judiciary Committee,[],Crime and Law Enforcement
hr36,116,hr36-116,hr,https://api.propublica.org/congress/v1/116/bills/hr36.json,Combating Sexual Harassment in Science Act of 2019,Rep.,J000126,Eddie Bernice Johnson,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/36,https://www.govtrack.us/congress/bills/116/hr36,1/3/2019,TRUE,7/23/2019,,,,102,95,7,"Senate Health, Education, Labor, and Pensions Committee",[],"Science, Technology, Communications"
hr37,116,hr37-116,hr,https://api.propublica.org/congress/v1/116/bills/hr37.json,Kissimmee River Wild and Scenic River Study Act,Rep.,S001200,Darren Soto,FL,D,https://www.congress.gov/bill/116th-congress/house-bill/37,https://www.govtrack.us/congress/bills/116/hr37,1/3/2019,FALSE,,,,,0,,,House Natural Resources Committee,[],Public Lands and Natural Resources
hr38,116,hr38-116,hr,https://api.propublica.org/congress/v1/116/bills/hr38.json,Concealed Carry Reciprocity Act of 2019,Rep.,H001067,Richard Hudson,NC,R,https://www.congress.gov/bill/116th-congress/house-bill/38,https://www.govtrack.us/congress/bills/116/hr38,1/3/2019,FALSE,,,,,160,2,158,House Judiciary Committee,[],Crime and Law Enforcement
hr39,116,hr39-116,hr,https://api.propublica.org/congress/v1/116/bills/hr39.json,Federal Sunset Act of 2019,Rep.,H001067,Richard Hudson,NC,R,https://www.congress.gov/bill/116th-congress/house-bill/39,https://www.govtrack.us/congress/bills/116/hr39,1/3/2019,FALSE,,,,,0,,,House Oversight and Reform Committee,['HSGO'],Government Operations and Politics
hr40,116,hr40-116,hr,https://api.propublica.org/congress/v1/116/bills/hr40.json,Commission to Study and Develop Reparation Proposals for African-Americans Act,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/40,https://www.govtrack.us/congress/bills/116/hr40,1/3/2019,TRUE,,,,,125,125,,House Judiciary Committee,[],"Civil Rights and Liberties, Minority Issues"
hr41,116,hr41-116,hr,https://api.propublica.org/congress/v1/116/bills/hr41.json,RESCUE Act for Black and Community Banks,Rep.,R000515,Bobby L. Rush,IL,D,https://www.congress.gov/bill/116th-congress/house-bill/41,https://www.govtrack.us/congress/bills/116/hr41,1/3/2019,FALSE,,,,,15,15,,House Ways and Means Committee,[],Finance and Financial Sector
hr42,116,hr42-116,hr,https://api.propublica.org/congress/v1/116/bills/hr42.json,FRIENDS Act,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/42,https://www.govtrack.us/congress/bills/116/hr42,1/3/2019,TRUE,,,,,0,,,House Transportation and Infrastructure Committee,[],Emergency Management
hr43,116,hr43-116,hr,https://api.propublica.org/congress/v1/116/bills/hr43.json,Cyber Vulnerability Disclosure Reporting Act,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/43,https://www.govtrack.us/congress/bills/116/hr43,1/3/2019,FALSE,,,,,0,,,House Homeland Security Committee,[],"Science, Technology, Communications"
hr44,116,hr44-116,hr,https://api.propublica.org/congress/v1/116/bills/hr44.json,Coretta Scott King Mid-Decade Redistricting Prohibition Act of 2019,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/44,https://www.govtrack.us/congress/bills/116/hr44,1/3/2019,TRUE,,,,,0,,,House Judiciary Committee,[],Congress
hr45,116,hr45-116,hr,https://api.propublica.org/congress/v1/116/bills/hr45.json,Barack Obama Highway Act,Rep.,R000515,Bobby L. Rush,IL,D,https://www.congress.gov/bill/116th-congress/house-bill/45,https://www.govtrack.us/congress/bills/116/hr45,1/3/2019,FALSE,,,,,9,9,,House Transportation and Infrastructure Committee,[],Transportation and Public Works
hr46,116,hr46-116,hr,https://api.propublica.org/congress/v1/116/bills/hr46.json,Social Security Safety Dividend Act of 2019,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/46,https://www.govtrack.us/congress/bills/116/hr46,1/3/2019,TRUE,,,,,0,,,House Transportation and Infrastructure Committee,[],Social Welfare
hr47,116,hr47-116,hr,https://api.propublica.org/congress/v1/116/bills/hr47.json,TRUMP Special Counsel Act,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/47,https://www.govtrack.us/congress/bills/116/hr47,1/3/2019,FALSE,,,,,0,,,House Judiciary Committee,[],Crime and Law Enforcement
hr48,116,hr48-116,hr,https://api.propublica.org/congress/v1/116/bills/hr48.json,Protect American Taxpayers and Secure Border Act,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/48,https://www.govtrack.us/congress/bills/116/hr48,1/3/2019,TRUE,,,,,0,,,House Homeland Security Committee,[],Immigration
hr49,116,hr49-116,hr,https://api.propublica.org/congress/v1/116/bills/hr49.json,Accidental Firearms Transfers Reporting Act of 2019,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/49,https://www.govtrack.us/congress/bills/116/hr49,1/3/2019,FALSE,,,,,0,,,House Judiciary Committee,[],Crime and Law Enforcement
hr50,116,hr50-116,hr,https://api.propublica.org/congress/v1/116/bills/hr50.json,GREAT Act,Rep.,F000450,Virginia Foxx,NC,R,https://www.congress.gov/bill/116th-congress/house-bill/50,https://www.govtrack.us/congress/bills/116/hr50,1/3/2019,FALSE,,,,,0,,,House Oversight and Reform Committee,[],Government Operations and Politics
hr51,116,hr51-116,hr,https://api.propublica.org/congress/v1/116/bills/hr51.json,"Washington, D.C. Admission Act",Del.,N000147,Eleanor Holmes Norton,DC,D,https://www.congress.gov/bill/116th-congress/house-bill/51,https://www.govtrack.us/congress/bills/116/hr51,1/3/2019,TRUE,,,,,224,224,,House Oversight and Reform Committee,['HSGO'],Government Operations and Politics
hr52,116,hr52-116,hr,https://api.propublica.org/congress/v1/116/bills/hr52.json,SAFETI Act,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/52,https://www.govtrack.us/congress/bills/116/hr52,1/3/2019,FALSE,,,,,0,,,House Homeland Security Committee,[],Emergency Management
hr53,116,hr53-116,hr,https://api.propublica.org/congress/v1/116/bills/hr53.json,Infant Protection and Baby Switching Prevention Act of 2019,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/53,https://www.govtrack.us/congress/bills/116/hr53,1/3/2019,TRUE,,,,,0,,,House Ways and Means Committee,['HSWM'],Health
hr54,116,hr54-116,hr,https://api.propublica.org/congress/v1/116/bills/hr54.json,"To designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.",Rep.,B001250,Rob Bishop,UT,R,https://www.congress.gov/bill/116th-congress/house-bill/54,https://www.govtrack.us/congress/bills/116/hr54,1/3/2019,FALSE,,,,,3,1,2,House Veterans' Affairs Committee,[],Armed Forces and National Security
hr55,116,hr55-116,hr,https://api.propublica.org/congress/v1/116/bills/hr55.json,Connecting Broadband Deserts Act of 2019,Rep.,R000515,Bobby L. Rush,IL,D,https://www.congress.gov/bill/116th-congress/house-bill/55,https://www.govtrack.us/congress/bills/116/hr55,1/3/2019,TRUE,,,,,6,6,,House Energy and Commerce Committee,[],"Science, Technology, Communications"
hr56,116,hr56-116,hr,https://api.propublica.org/congress/v1/116/bills/hr56.json,Financial Technology Protection Act,Rep.,B001305,Ted Budd,NC,R,https://www.congress.gov/bill/116th-congress/house-bill/56,https://www.govtrack.us/congress/bills/116/hr56,1/3/2019,TRUE,1/28/2019,,,,4,2,2,"Senate Banking, Housing, and Urban Affairs Committee",[],Finance and Financial Sector
hr57,116,hr57-116,hr,https://api.propublica.org/congress/v1/116/bills/hr57.json,CAPITALS Act,Rep.,J000032,Sheila Jackson Lee,TX,D,https://www.congress.gov/bill/116th-congress/house-bill/57,https://www.govtrack.us/congress/bills/116/hr57,1/3/2019,FALSE,,,,,0,,,House Homeland Security Committee,[],Emergency Management
hr58,116,hr58-116,hr,https://api.propublica.org/congress/v1/116/bills/hr58.json,To amend the Internal Revenue Code of 1986 to allow the child tax credit with respect to stillbirths.,Rep.,G000568,Morgan Griffith,VA,R,https://www.congress.gov/bill/116th-congress/house-bill/58,https://www.govtrack.us/congress/bills/116/hr58,1/3/2019,FALSE,,,,,1,,1,House Ways and Means Committee,[],Taxation
hr59,116,hr59-116,hr,https://api.propublica.org/congress/v1/116/bills/hr59.json,Transparency and Accountability of Failed Exchanges Act,Rep.,A000372,Rick Allen,GA,R,https://www.congress.gov/bill/116th-congress/house-bill/59,https://www.govtrack.us/congress/bills/116/hr59,1/3/2019,TRUE,,,,,0,,,House Energy and Commerce Committee,[],Health
hr60,116,hr60-116,hr,https://api.propublica.org/congress/v1/116/bills/hr60.json,BARN Act,Rep.,A000372,Rick Allen,GA,R,https://www.congress.gov/bill/116th-congress/house-bill/60,https://www.govtrack.us/congress/bills/116/hr60,1/3/2019,FALSE,,,,,1,,1,House Judiciary Committee,[],Immigration
hr61,116,hr61-116,hr,https://api.propublica.org/congress/v1/116/bills/hr61.json,Carson City Mint 150th Anniversary Commemorative Coin Act of 2019,Rep.,A000369,Mark Amodei,NV,R,https://www.congress.gov/bill/116th-congress/house-bill/61,https://www.govtrack.us/congress/bills/116/hr61,1/3/2019,FALSE,,,,,3,3,,House Financial Services Committee,[],Finance and Financial Sector
hr62,116,hr62-116,hr,https://api.propublica.org/congress/v1/116/bills/hr62.json,Head Start Improvement Act of 2019,Rep.,B001299,Jim Banks,IN,R,https://www.congress.gov/bill/116th-congress/house-bill/62,https://www.govtrack.us/congress/bills/116/hr62,1/3/2019,FALSE,,,,,4,,4,House Education and Labor Committee,[],Education
hr63,116,hr63-116,hr,https://api.propublica.org/congress/v1/116/bills/hr63.json,Student Loan Disclosure Modernization Act,Rep.,B001299,Jim Banks,IN,R,https://www.congress.gov/bill/116th-congress/house-bill/63,https://www.govtrack.us/congress/bills/116/hr63,1/3/2019,FALSE,,,,,0,,,House Education and Labor Committee,[],Education
hr64,116,hr64-116,hr,https://api.propublica.org/congress/v1/116/bills/hr64.json,Patients First Act of 2019,Rep.,B001299,Jim Banks,IN,R,https://www.congress.gov/bill/116th-congress/house-bill/64,https://www.govtrack.us/congress/bills/116/hr64,1/3/2019,TRUE,,,,,14,,14,House Energy and Commerce Committee,[],Health
hr65,116,hr65-116,hr,https://api.propublica.org/congress/v1/116/bills/hr65.json,Enhancing Educational Opportunities for Home School Students Act,Rep.,B001299,Jim Banks,IN,R,https://www.congress.gov/bill/116th-congress/house-bill/65,https://www.govtrack.us/congress/bills/116/hr65,1/3/2019,FALSE,,,,,0,,,House Ways and Means Committee,[],Taxation
hr66,116,hr66-116,hr,https://api.propublica.org/congress/v1/116/bills/hr66.json,Route 66 Centennial Commission Act,Rep.,D000619,Rodney Davis,IL,R,https://www.congress.gov/bill/116th-congress/house-bill/66,https://www.govtrack.us/congress/bills/116/hr66,1/3/2019,TRUE,2/6/2019,,,,13,8,5,Senate Environment and Public Works Committee,[],Transportation and Public Works
hr67,116,hr67-116,hr,https://api.propublica.org/congress/v1/116/bills/hr67.json,Federal Employee Retroactive Pay Fairness Act,Rep.,B001292,Donald Beyer,VA,D,https://www.congress.gov/bill/116th-congress/house-bill/67,https://www.govtrack.us/congress/bills/116/hr67,1/3/2019,FALSE,,,,,94,85,9,House Oversight and Reform Committee,[],Government Operations and Politics
hr68,116,hr68-116,hr,https://api.propublica.org/congress/v1/116/bills/hr68.json,Defund National Endowment for the Humanities Act of 2019,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/68,https://www.govtrack.us/congress/bills/116/hr68,1/3/2019,FALSE,,,,,0,,,House Education and Labor Committee,['HSED'],"Arts, Culture, Religion"
hr69,116,hr69-116,hr,https://api.propublica.org/congress/v1/116/bills/hr69.json,Ending Common Core and Expanding School Choice Act,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/69,https://www.govtrack.us/congress/bills/116/hr69,1/3/2019,FALSE,,,,,1,,1,House Education and Labor Committee,['HSED'],Education
hr70,116,hr70-116,hr,https://api.propublica.org/congress/v1/116/bills/hr70.json,Freedom for Farmers Act of 2019,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/70,https://www.govtrack.us/congress/bills/116/hr70,1/3/2019,TRUE,,,,,1,,1,House Energy and Commerce Committee,[],Health
hr71,116,hr71-116,hr,https://api.propublica.org/congress/v1/116/bills/hr71.json,To amend the Public Health Service Act to provide for cooperative governing of individual health insurance coverage.,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/71,https://www.govtrack.us/congress/bills/116/hr71,1/3/2019,TRUE,,,,,0,,,House Energy and Commerce Committee,[],Health
hr72,116,hr72-116,hr,https://api.propublica.org/congress/v1/116/bills/hr72.json,Let Lenders Lend Act,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/72,https://www.govtrack.us/congress/bills/116/hr72,1/3/2019,FALSE,,,,,1,,1,House Financial Services Committee,[],Housing and Community Development
hr73,116,hr73-116,hr,https://api.propublica.org/congress/v1/116/bills/hr73.json,"To terminate the designation of the Islamic Republic of Pakistan as a major non-NATO ally, and for other purposes.",Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/73,https://www.govtrack.us/congress/bills/116/hr73,1/3/2019,FALSE,,,,,1,,1,House Foreign Affairs Committee,[],International Affairs
hr74,116,hr74-116,hr,https://api.propublica.org/congress/v1/116/bills/hr74.json,Grant's Law,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/74,https://www.govtrack.us/congress/bills/116/hr74,1/3/2019,FALSE,,,,,16,,16,House Judiciary Committee,[],Immigration
hr75,116,hr75-116,hr,https://api.propublica.org/congress/v1/116/bills/hr75.json,"To amend title 28, United States Code, to provide that the United States district court for the District of Columbia shall have exclusive jurisdiction over actions arising under the immigration laws, and for other purposes.",Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/75,https://www.govtrack.us/congress/bills/116/hr75,1/3/2019,TRUE,,,,,1,,1,House Judiciary Committee,[],Law
hr76,116,hr76-116,hr,https://api.propublica.org/congress/v1/116/bills/hr76.json,Protect the Gig Economy Act of 2019,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/76,https://www.govtrack.us/congress/bills/116/hr76,1/3/2019,TRUE,,,,,0,,,House Judiciary Committee,[],Law
hr77,116,hr77-116,hr,https://api.propublica.org/congress/v1/116/bills/hr77.json,Injunctive Authority Clarification Act of 2019,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/77,https://www.govtrack.us/congress/bills/116/hr77,1/3/2019,FALSE,,,,,4,,4,House Judiciary Committee,[],Law
hr78,116,hr78-116,hr,https://api.propublica.org/congress/v1/116/bills/hr78.json,Judicial Administration and Improvement Act of 2019,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/78,https://www.govtrack.us/congress/bills/116/hr78,1/3/2019,FALSE,,,,,4,,4,House Judiciary Committee,[],Law
hr79,116,hr79-116,hr,https://api.propublica.org/congress/v1/116/bills/hr79.json,"To amend title 54, United States Code, to prohibit the extension or establishment of national monuments in Arizona except by express authorization of Congress, and for other purposes.",Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/79,https://www.govtrack.us/congress/bills/116/hr79,1/3/2019,FALSE,,,,,1,,1,House Natural Resources Committee,[],Public Lands and Natural Resources
hr80,116,hr80-116,hr,https://api.propublica.org/congress/v1/116/bills/hr80.json,Phoenix VA Congressional Oversight Act,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/80,https://www.govtrack.us/congress/bills/116/hr80,1/3/2019,FALSE,,,,,8,5,3,House Veterans' Affairs Committee,[],Armed Forces and National Security
hr81,116,hr81-116,hr,https://api.propublica.org/congress/v1/116/bills/hr81.json,To amend the Internal Revenue Code of 1986 to allow an above-the-line deduction for health insurance premiums.,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/81,https://www.govtrack.us/congress/bills/116/hr81,1/3/2019,FALSE,,,,,0,,,House Ways and Means Committee,[],Taxation
hr82,116,hr82-116,hr,https://api.propublica.org/congress/v1/116/bills/hr82.json,FUEL Reform Act,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/82,https://www.govtrack.us/congress/bills/116/hr82,1/3/2019,TRUE,,,,,0,,,"House Science, Space, and Technology Committee",[],Agriculture and Food
hr83,116,hr83-116,hr,https://api.propublica.org/congress/v1/116/bills/hr83.json,Responsible Path to Full Obamacare Repeal Act,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/83,https://www.govtrack.us/congress/bills/116/hr83,1/3/2019,TRUE,,,,,4,,4,House Natural Resources Committee,['HSWM'],Health
hr84,116,hr84-116,hr,https://api.propublica.org/congress/v1/116/bills/hr84.json,No Free Rent for Freeloaders Act of 2019,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/84,https://www.govtrack.us/congress/bills/116/hr84,1/3/2019,FALSE,,,,,0,,,House Appropriations Committee,[],Housing and Community Development
hr85,116,hr85-116,hr,https://api.propublica.org/congress/v1/116/bills/hr85.json,Fund and Complete the Border Wall Act,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/85,https://www.govtrack.us/congress/bills/116/hr85,1/3/2019,TRUE,,,,,13,,13,House Homeland Security Committee,[],Immigration
hr86,116,hr86-116,hr,https://api.propublica.org/congress/v1/116/bills/hr86.json,Budget Process Accountability Act,Rep.,B001302,Andy Biggs,AZ,R,https://www.congress.gov/bill/116th-congress/house-bill/86,https://www.govtrack.us/congress/bills/116/hr86,1/3/2019,FALSE,,,,,0,,,House Oversight and Reform Committee,[],Economics and Public Finance
